crime_id,station_id,district,crime_type,modus_operandi,incident_date,incident_time,incident_year,incident_month,incident_day_of_week,incident_hour,latitude,longitude,location_type,severity,weapons_used,property_loss_inr,status,fir_number,io_officer,offender_ids,victim_ids,solved,days_to_solve,district_id,crime_type_id,modus_operandi_id,location_type_id,weapon_id,case_status_id,io_officer_id
116,17,Dakshina Kannada,Cybercrime,Phishing,2024-09-14,11:53:00,2024,9,Saturday,11,12.809399,74.873102,Park,3,Firearm,0,Closed - Convicted,FIR/2024/017/0116,AY,"[249, 125]",[227],0,,5,2,8,3,2,2,51
117,25,Kalaburagi,Cybercrime,Investment scam,2020-06-21,17:06:00,2020,6,Sunday,17,17.400164,76.943277,Park,4,None,0,Closed - Convicted,FIR/2020/025/0117,BW,[61],"[245, 370]",0,,7,2,6,3,4,2,75
118,3,Bengaluru Urban,Robbery,Mugging,2025-03-02,16:55:00,2025,3,Sunday,16,13.077247,77.669759,Residence,4,Blunt Object,94758,Open,FIR/2025/003/0118,H,"[399, 222]",[27],1,15,1,7,25,5,1,4,8
119,30,Ballari,Fraud,Insurance fraud,2024-01-08,13:22:00,2024,1,Monday,13,15.251141,76.867792,Residence,4,None,292803,Closed - Convicted,FIR/2024/030/0119,CK,"[167, 235]",[270],1,179,9,4,14,5,4,2,89
120,12,Mysuru,Fraud,Cheque fraud,2023-09-29,16:39:00,2023,9,Friday,16,12.369037,76.751217,Market,3,Firearm,164062,Closed - Convicted,FIR/2023/012/0120,AH,[157],[93],0,363,3,4,12,2,2,2,34
121,32,Ballari,Robbery,Mugging,2024-01-20,12:10:00,2024,1,Saturday,12,15.046155,76.941043,Park,5,None,208651,Closed - Convicted,FIR/2024/032/0121,CR,"[359, 329, 287]",[574],1,,9,7,25,3,4,2,96
122,26,Kalaburagi,Fraud,Land grab,2023-10-25,14:22:00,2023,10,Wednesday,14,17.430802,76.73917,Public Transport,4,None,128924,Under Investigation,FIR/2023/026/0122,BZ,"[151, 315, 292]","[332, 231]",1,356,7,4,15,4,4,6,78
123,15,Tumakuru,Theft,Vehicle theft,2024-12-08,10:51:00,2024,12,Sunday,10,13.22088,77.055783,Public Transport,3,None,291673,Closed - Convicted,FIR/2024/015/0123,AQ,[314],[450],1,,4,9,32,4,4,2,43
124,38,Shivamogga,Robbery,Dacoity,2024-05-04,19:16:00,2024,5,Saturday,19,14.04556,75.640922,Commercial,5,Blunt Object,187209,Open,FIR/2024/038/0124,DJ,[190],[241],1,,11,7,24,1,1,4,114
125,16,Tumakuru,Fraud,Land grab,2021-01-30,15:45:00,2021,1,Saturday,15,13.293136,77.191041,Residence,4,Firearm,141103,Closed - Convicted,FIR/2021/016/0125,AU,"[369, 179]",[568],0,,4,4,15,5,2,2,47
126,28,Dharwad,Theft,Vehicle theft,2020-03-31,16:28:00,2020,3,Tuesday,16,15.352711,74.971225,Market,3,None,144750,Closed - Convicted,FIR/2020/028/0126,CD,"[76, 33]",[67],0,,8,9,32,2,4,2,82
127,9,Bengaluru Rural,Vandalism,Property destruction,2025-01-25,18:34:00,2025,1,Saturday,18,13.151719,77.503515,Market,3,None,0,Closed - Convicted,FIR/2025/009/0127,AA,"[261, 209]",[553],0,184,2,10,35,2,4,2,27
128,38,Shivamogga,Theft,Pickpocket,2020-09-17,19:26:00,2020,9,Thursday,19,13.985714,75.507812,Market,3,None,62652,Under Investigation,FIR/2020/038/0128,DH,"[389, 92]","[31, 507]",0,,11,9,31,2,4,6,112
129,25,Kalaburagi,Fraud,Impersonation,2025-04-27,13:54:00,2025,4,Sunday,13,17.232707,76.799538,Public Transport,4,None,118824,Under Investigation,FIR/2025/025/0129,BV,"[130, 256]",[267],1,,7,4,13,4,4,6,74
130,7,Bengaluru Rural,Assault,Brawl,2020-09-06,18:03:00,2020,9,Sunday,18,13.101518,77.448115,Park,4,Blunt Object,0,Under Investigation,FIR/2020/007/0130,T,"[7, 3, 168]",[29],1,,2,1,1,3,1,6,20
131,12,Mysuru,Assault,Road rage,2021-02-01,09:58:00,2021,2,Monday,9,12.2656,76.561863,Public Transport,3,None,0,Closed - Convicted,FIR/2021/012/0131,AI,[396],[153],0,150,3,1,4,4,4,2,35
132,7,Bengaluru Rural,Robbery,Armed robbery,2025-10-24,07:57:00,2025,10,Friday,7,13.124958,77.484961,Public Transport,5,None,350594,Closed - Convicted,FIR/2025/007/0132,U,"[173, 233]","[562, 399]",1,252,2,7,23,4,4,2,21
133,13,Mysuru,Fraud,Cheque fraud,2024-01-07,23:58:00,2024,1,Sunday,23,12.291102,76.721864,Road,3,None,343305,Under Investigation,FIR/2024/013/0133,AL,"[387, 303]",[533],0,,3,4,12,6,4,6,38
134,26,Kalaburagi,Drug Offence,Distribution,2022-04-03,08:20:00,2022,4,Sunday,8,17.392945,76.78461,Road,5,Firearm,0,Open,FIR/2022/026/0134,BY,"[207, 223]",[503],0,148,7,3,9,6,2,4,77
135,4,Bengaluru Urban,Assault,Brawl,2022-02-09,21:19:00,2022,2,Wednesday,21,13.031084,77.611706,Road,3,None,0,Pending Trial,FIR/2022/004/0135,J,[161],[548],1,,1,1,1,6,4,5,10
136,28,Dharwad,Drug Offence,Distribution,2021-12-31,18:23:00,2021,12,Friday,18,15.349633,74.939278,Market,5,None,0,Under Investigation,FIR/2021/028/0136,CE,[96],"[328, 75]",0,196,8,3,9,2,4,6,83
137,14,Tumakuru,Sexual Assault,Molestation,2023-04-04,11:57:00,2023,4,Tuesday,11,13.413173,77.196813,Residence,5,None,0,Closed - Convicted,FIR/2023/014/0137,AN,"[200, 117, 191]","[412, 46]",1,,4,8,27,5,4,2,40
138,37,Shivamogga,Drug Offence,Distribution,2023-06-22,18:56:00,2023,6,Thursday,18,14.029197,75.546309,Public Transport,5,Knife,0,Closed - Convicted,FIR/2023/037/0138,DG,[212],[195],1,,11,3,9,4,3,2,111
139,9,Bengaluru Rural,Cybercrime,Identity theft,2020-10-15,08:07:00,2020,10,Thursday,8,13.295132,77.564949,Market,4,None,0,Pending Trial,FIR/2020/009/0139,Y,[168],[263],0,292,2,2,5,2,4,5,25
140,17,Dakshina Kannada,Theft,Pickpocket,2024-06-05,16:05:00,2024,6,Wednesday,16,12.843312,74.900508,Public Transport,2,None,96719,Open,FIR/2024/017/0140,AX,"[241, 246, 56]",[39],1,,5,9,31,4,4,4,50
141,29,Dharwad,Drug Offence,Trafficking,2020-06-17,16:59:00,2020,6,Wednesday,16,15.572782,75.072252,Commercial,5,Knife,0,Pending Trial,FIR/2020/029/0141,CH,"[23, 292]",[157],1,,8,3,11,1,3,5,86
142,26,Kalaburagi,Robbery,Mugging,2025-09-01,09:14:00,2025,9,Monday,9,17.256341,76.872223,Park,5,Blunt Object,150893,Closed - Convicted,FIR/2025/026/0142,BZ,[226],[252],0,351,7,7,25,3,1,2,78
143,5,Bengaluru Urban,Robbery,Dacoity,2020-03-12,09:46:00,2020,3,Thursday,9,13.075472,77.563489,Public Transport,4,None,295022,Open,FIR/2020/005/0143,O,[54],[7],1,322,1,7,24,4,4,4,15
144,3,Bengaluru Urban,Assault,Brawl,2020-03-22,21:52:00,2020,3,Sunday,21,13.076531,77.62935,Market,3,Firearm,0,Closed - Convicted,FIR/2020/003/0144,G,[316],[244],0,,1,1,1,2,2,2,7
145,10,Mysuru,Assault,Road rage,2022-07-05,18:18:00,2022,7,Tuesday,18,12.217645,76.751569,Residence,3,None,0,Under Investigation,FIR/2022/010/0145,AC,"[83, 189, 379]",[308],0,,3,1,4,5,4,6,29
146,9,Bengaluru Rural,Fraud,Insurance fraud,2022-05-02,21:26:00,2022,5,Monday,21,13.18914,77.556255,Residence,4,None,277839,Under Investigation,FIR/2022/009/0146,Z,"[238, 187, 173]",[409],0,,2,4,14,5,4,6,26
147,40,Udupi,Robbery,Mugging,2024-07-30,12:41:00,2024,7,Tuesday,12,13.315179,74.734956,Road,4,None,113863,Under Investigation,FIR/2024/040/0147,DP,[232],[423],0,,12,7,25,6,4,6,120
148,28,Dharwad,Theft,Chain snatching,2020-04-07,14:13:00,2020,4,Tuesday,14,15.498978,74.953397,Park,3,None,409919,Closed - Acquitted,FIR/2020/028/0148,CD,"[289, 394]",[412],1,67,8,9,29,3,4,1,82
149,32,Ballari,Robbery,Dacoity,2025-12-13,21:40:00,2025,12,Saturday,21,15.181685,76.990271,Road,5,Knife,488407,Pending Trial,FIR/2025/032/0149,CR,[5],"[55, 340]",0,34,9,7,24,6,3,5,96
150,24,Kalaburagi,Cybercrime,Phishing,2025-01-03,19:21:00,2025,1,Friday,19,17.279238,76.73866,Park,4,Blunt Object,0,Under Investigation,FIR/2025/024/0150,BR,[78],[122],0,,7,2,8,3,1,6,70
151,18,Dakshina Kannada,Cybercrime,Identity theft,2021-04-09,21:09:00,2021,4,Friday,21,12.747097,74.879451,Park,3,None,0,Cold Case,FIR/2021/018/0151,BB,"[243, 195]",[21],0,11,5,2,5,3,4,3,54
152,32,Ballari,Kidnapping,Human trafficking,2023-11-09,21:05:00,2023,11,Thursday,21,15.035934,76.833786,Market,5,Knife,0,Under Investigation,FIR/2023/032/0152,CQ,[202],"[114, 202]",1,,9,5,17,2,3,6,95
153,32,Ballari,Theft,Chain snatching,2021-11-23,11:54:00,2021,11,Tuesday,11,15.142621,77.037089,Market,3,None,160765,Under Investigation,FIR/2021/032/0153,CP,"[13, 251, 164]","[54, 245]",1,,9,9,29,2,4,6,94
154,30,Ballari,Cybercrime,Phishing,2020-05-08,23:55:00,2020,5,Friday,23,15.169201,76.977714,Public Transport,4,Firearm,0,Open,FIR/2020/030/0154,CK,[195],[482],0,263,9,2,8,4,2,4,89
155,28,Dharwad,Robbery,Mugging,2021-06-26,11:46:00,2021,6,Saturday,11,15.385197,74.955394,Park,5,None,12062,Closed - Acquitted,FIR/2021/028/0155,CF,[231],"[87, 327]",1,34,8,7,25,3,4,1,84
156,10,Mysuru,Assault,Domestic violence,2020-12-23,19:00:00,2020,12,Wednesday,19,12.352561,76.601272,Market,3,Knife,0,Closed - Convicted,FIR/2020/010/0156,AC,"[37, 80, 299]",[472],1,,3,1,2,2,3,2,29
157,13,Mysuru,Sexual Assault,Molestation,2022-01-30,22:45:00,2022,1,Sunday,22,12.176722,76.709382,Commercial,5,None,0,Under Investigation,FIR/2022/013/0157,AK,[26],[397],0,,3,8,27,1,4,6,37
158,12,Mysuru,Assault,Brawl,2024-12-17,00:32:00,2024,12,Tuesday,0,12.218004,76.566853,Market,3,None,0,Closed - Convicted,FIR/2024/012/0158,AI,[278],[194],1,117,3,1,1,2,4,2,35
159,11,Mysuru,Robbery,Dacoity,2023-04-30,16:26:00,2023,4,Sunday,16,12.244297,76.621766,Commercial,4,None,33896,Open,FIR/2023/011/0159,AF,"[377, 124]",[258],0,221,3,7,24,1,4,4,32
160,6,Bengaluru Urban,Cybercrime,Investment scam,2020-02-19,07:43:00,2020,2,Wednesday,7,12.992753,77.69452,Park,3,Knife,0,Closed - Convicted,FIR/2020/006/0160,R,[349],[68],1,,1,2,6,3,3,2,18
161,24,Kalaburagi,Assault,Gang fight,2023-07-07,09:47:00,2023,7,Friday,9,17.350635,76.724548,Public Transport,4,Firearm,0,Under Investigation,FIR/2023/024/0161,BS,[239],"[333, 413]",1,72,7,1,3,4,2,6,71
162,21,Belagavi,Robbery,Dacoity,2021-09-03,00:23:00,2021,9,Friday,0,15.91963,74.536525,Road,5,Firearm,247615,Open,FIR/2021/021/0162,BK,[304],"[223, 98]",1,156,6,7,24,6,2,4,63
163,36,Shivamogga,Theft,Vehicle theft,2025-06-15,15:46:00,2025,6,Sunday,15,13.914326,75.652483,Road,3,None,499620,Under Investigation,FIR/2025/036/0163,DB,[341],[109],1,254,11,9,32,6,4,6,106
164,14,Tumakuru,Robbery,Armed robbery,2023-06-15,13:10:00,2023,6,Thursday,13,13.292447,77.145735,Market,5,Knife,423165,Closed - Convicted,FIR/2023/014/0164,AP,"[307, 67]",[350],0,,4,7,23,2,3,2,42
165,2,Bengaluru Urban,Assault,Gang fight,2022-10-05,18:20:00,2022,10,Wednesday,18,13.070035,77.691213,Commercial,3,None,0,Open,FIR/2022/002/0165,E,"[244, 144]",[592],0,,1,1,3,1,4,4,5
166,15,Tumakuru,Drug Offence,Distribution,2022-08-28,16:31:00,2022,8,Sunday,16,13.431634,77.07253,Road,5,Blunt Object,0,Under Investigation,FIR/2022/015/0166,AR,"[197, 385]",[330],1,99,4,3,9,6,1,6,44
167,18,Dakshina Kannada,Drug Offence,Trafficking,2020-08-29,10:15:00,2020,8,Saturday,10,12.724533,74.955481,Public Transport,4,Knife,0,Closed - Convicted,FIR/2020/018/0167,BA,"[288, 75]",[328],0,,5,3,11,4,3,2,53
168,39,Udupi,Cybercrime,Phishing,2020-09-05,10:56:00,2020,9,Saturday,10,13.412624,74.68989,Commercial,3,None,0,Open,FIR/2020/039/0168,DL,"[217, 359]","[12, 306]",0,,12,2,8,1,4,4,116
169,6,Bengaluru Urban,Robbery,Armed robbery,2025-01-03,16:24:00,2025,1,Friday,16,12.994123,77.656631,Market,4,Blunt Object,237677,Under Investigation,FIR/2025/006/0169,Q,[141],[203],1,27,1,7,23,2,1,6,17
170,21,Belagavi,Assault,Road rage,2021-08-03,19:53:00,2021,8,Tuesday,19,15.861731,74.528634,Market,4,Knife,0,Under Investigation,FIR/2021/021/0170,BJ,"[203, 92]",[36],1,,6,1,4,2,3,6,62
171,9,Bengaluru Rural,Assault,Brawl,2021-07-27,16:06:00,2021,7,Tuesday,16,13.304229,77.504103,Road,4,Firearm,0,Under Investigation,FIR/2021/009/0171,AA,"[183, 174]",[352],1,,2,1,1,6,2,6,27
172,10,Mysuru,Assault,Brawl,2022-04-28,08:10:00,2022,4,Thursday,8,12.394542,76.581981,Road,3,None,0,Closed - Acquitted,FIR/2022/010/0172,AC,[331],[25],1,120,3,1,1,6,4,1,29
173,10,Mysuru,Kidnapping,Ransom,2025-08-12,14:20:00,2025,8,Tuesday,14,12.328039,76.614394,Park,5,None,0,Open,FIR/2025/010/0173,AD,[149],[425],1,,3,5,18,3,4,4,30
174,1,Bengaluru Urban,Robbery,Armed robbery,2024-02-16,20:57:00,2024,2,Friday,20,12.946924,77.511141,Commercial,4,Blunt Object,196241,Under Investigation,FIR/2024/001/0174,A,[322],[289],0,101,1,7,23,1,1,6,1
175,21,Belagavi,Sexual Assault,Rape,2021-05-03,15:18:00,2021,5,Monday,15,15.83663,74.609956,Road,5,Firearm,0,Closed - Acquitted,FIR/2021/021/0175,BK,"[395, 208]",[116],1,,6,8,28,6,2,1,63
176,20,Belagavi,Fraud,Land grab,2023-05-27,05:29:00,2023,5,Saturday,5,15.879968,74.513743,Road,4,None,434942,Open,FIR/2023/020/0176,BH,"[130, 112]",[318],0,,6,4,15,6,4,4,60
177,21,Belagavi,Assault,Gang fight,2021-11-07,16:30:00,2021,11,Sunday,16,15.798182,74.614527,Road,4,Blunt Object,0,Open,FIR/2021/021/0177,BJ,"[128, 40]",[1],0,196,6,1,3,6,1,4,62
178,37,Shivamogga,Vandalism,Property destruction,2020-08-07,18:13:00,2020,8,Friday,18,14.042926,75.626143,Commercial,3,None,0,Closed - Convicted,FIR/2020/037/0178,DE,[144],[23],1,105,11,10,35,1,4,2,109
179,8,Bengaluru Rural,Sexual Assault,Eve-teasing,2020-05-04,00:11:00,2020,5,Monday,0,13.099263,77.504053,Road,5,None,0,Closed - Convicted,FIR/2020/008/0179,W,"[297, 356]",[277],1,194,2,8,26,6,4,2,23
180,2,Bengaluru Urban,Theft,Chain snatching,2025-03-22,23:11:00,2025,3,Saturday,23,12.990023,77.485168,Residence,2,None,420448,Under Investigation,FIR/2025/002/0180,D,[395],"[289, 491]",0,354,1,9,29,5,4,6,4
181,29,Dharwad,Fraud,Cheque fraud,2024-11-18,15:44:00,2024,11,Monday,15,15.394465,75.09143,Public Transport,4,Firearm,285522,Open,FIR/2024/029/0181,CI,[187],[377],0,,8,4,12,4,2,4,87
182,21,Belagavi,Drug Offence,Trafficking,2024-07-25,14:37:00,2024,7,Thursday,14,15.841896,74.461085,Market,5,Blunt Object,0,Under Investigation,FIR/2024/021/0182,BK,[345],[507],0,,6,3,11,2,1,6,63
183,22,Belagavi,Sexual Assault,Eve-teasing,2025-03-26,16:48:00,2025,3,Wednesday,16,15.892981,74.591238,Park,5,None,0,Closed - Acquitted,FIR/2025/022/0183,BM,[321],[350],1,,6,8,26,3,4,1,65
184,14,Tumakuru,Fraud,Impersonation,2020-11-30,07:56:00,2020,11,Monday,7,13.338232,77.007375,Market,4,None,387821,Under Investigation,FIR/2020/014/0184,AO,[3],[564],0,192,4,4,13,2,4,6,41
185,36,Shivamogga,Kidnapping,Human trafficking,2024-05-27,13:36:00,2024,5,Monday,13,13.90782,75.628476,Market,5,None,0,Closed - Convicted,FIR/2024/036/0185,DC,[328],[160],0,,11,5,17,2,4,2,107
186,5,Bengaluru Urban,Cybercrime,Phishing,2022-09-17,20:19:00,2022,9,Saturday,20,12.981672,77.497781,Residence,3,None,0,Closed - Acquitted,FIR/2022/005/0186,M,"[13, 9]",[124],1,,1,2,8,5,4,1,13
187,8,Bengaluru Rural,Assault,Road rage,2024-07-08,17:44:00,2024,7,Monday,17,13.160961,77.53768,Market,4,Blunt Object,0,Closed - Convicted,FIR/2024/008/0187,W,[318],[490],0,,2,1,4,2,1,2,23
188,23,Belagavi,Theft,Chain snatching,2024-04-20,07:49:00,2024,4,Saturday,7,15.894962,74.526556,Public Transport,3,None,20275,Pending Trial,FIR/2024/023/0188,BO,[351],[28],0,,6,9,29,4,4,5,67
189,6,Bengaluru Urban,Theft,Pickpocket,2025-02-05,13:47:00,2025,2,Wednesday,13,12.996466,77.587227,Residence,2,None,321764,Under Investigation,FIR/2025/006/0189,P,[283],[463],1,,1,9,31,5,4,6,16
190,2,Bengaluru Urban,Kidnapping,Child abduction,2020-10-10,15:11:00,2020,10,Saturday,15,13.018911,77.567763,Market,5,Blunt Object,0,Under Investigation,FIR/2020/002/0190,F,"[335, 371, 25]",[121],1,149,1,5,16,2,1,6,6
191,39,Udupi,Robbery,Armed robbery,2021-09-26,15:12:00,2021,9,Sunday,15,13.28067,74.715053,Commercial,4,None,117137,Under Investigation,FIR/2021/039/0191,DL,"[335, 91]",[45],0,228,12,7,23,1,4,6,116
192,8,Bengaluru Rural,Theft,Vehicle theft,2021-06-24,16:38:00,2021,6,Thursday,16,13.183743,77.535702,Market,3,None,284942,Open,FIR/2021/008/0192,V,"[11, 363]",[378],1,,2,9,32,2,4,4,22
193,28,Dharwad,Theft,Pickpocket,2022-12-12,15:22:00,2022,12,Monday,15,15.460607,74.946176,Residence,3,None,348463,Open,FIR/2022/028/0193,CD,"[71, 62, 13]",[585],1,35,8,9,31,5,4,4,82
194,12,Mysuru,Assault,Brawl,2020-06-11,08:12:00,2020,6,Thursday,8,12.207772,76.687754,Road,3,Blunt Object,0,Closed - Convicted,FIR/2020/012/0194,AI,[31],[13],1,,3,1,1,6,1,2,35
195,9,Bengaluru Rural,Robbery,Armed robbery,2025-05-21,18:12:00,2025,5,Wednesday,18,13.193386,77.499089,Road,5,None,349743,Open,FIR/2025/009/0195,AA,[284],[555],0,263,2,7,23,6,4,4,27
196,5,Bengaluru Urban,Assault,Domestic violence,2024-08-20,22:23:00,2024,8,Tuesday,22,13.050314,77.572134,Residence,3,None,0,Closed - Convicted,FIR/2024/005/0196,N,"[22, 165]",[29],1,,1,1,2,5,4,2,14
197,15,Tumakuru,Drug Offence,Possession,2025-05-17,16:50:00,2025,5,Saturday,16,13.315468,77.206549,Road,5,Firearm,0,Closed - Convicted,FIR/2025/015/0197,AQ,"[124, 307]",[510],0,,4,3,10,6,2,2,43
198,10,Mysuru,Drug Offence,Possession,2024-02-22,11:25:00,2024,2,Thursday,11,12.33184,76.756203,Public Transport,4,Blunt Object,0,Under Investigation,FIR/2024/010/0198,AB,[275],[316],0,,3,3,10,4,1,6,28
199,39,Udupi,Assault,Domestic violence,2025-04-06,18:05:00,2025,4,Sunday,18,13.454954,74.749957,Commercial,3,Blunt Object,0,Under Investigation,FIR/2025/039/0199,DM,"[33, 129]",[278],0,,12,1,2,1,1,6,117
200,23,Belagavi,Vandalism,Property destruction,2023-10-04,14:43:00,2023,10,Wednesday,14,15.793038,74.479424,Residence,3,None,0,Closed - Convicted,FIR/2023/023/0200,BQ,"[394, 314]","[143, 303]",0,237,6,10,35,5,4,2,69
201,38,Shivamogga,Assault,Brawl,2023-04-08,10:15:00,2023,4,Saturday,10,13.999487,75.647393,Public Transport,4,Firearm,0,Closed - Convicted,FIR/2023/038/0201,DI,[332],"[384, 252]",0,311,11,1,1,4,2,2,113
202,5,Bengaluru Urban,Theft,Chain snatching,2024-05-29,09:04:00,2024,5,Wednesday,9,13.075789,77.697273,Park,2,None,297509,Under Investigation,FIR/2024/005/0202,M,[282],[284],0,,1,9,29,3,4,6,13
203,32,Ballari,Assault,Gang fight,2024-11-25,08:20:00,2024,11,Monday,8,15.062865,76.88812,Park,4,Blunt Object,0,Under Investigation,FIR/2024/032/0203,CQ,"[28, 22]","[285, 111]",0,,9,1,3,3,1,6,95
204,14,Tumakuru,Theft,Pickpocket,2020-02-10,23:21:00,2020,2,Monday,23,13.390597,77.065505,Commercial,3,None,486461,Closed - Convicted,FIR/2020/014/0204,AN,[113],[585],1,,4,9,31,1,4,2,40
205,21,Belagavi,Drug Offence,Possession,2024-04-18,17:34:00,2024,4,Thursday,17,15.958774,74.399583,Public Transport,5,None,0,Under Investigation,FIR/2024/021/0205,BI,"[139, 249]",[253],0,,6,3,10,4,4,6,61
206,18,Dakshina Kannada,Theft,Vehicle theft,2023-06-17,21:37:00,2023,6,Saturday,21,12.927701,74.97708,Public Transport,2,None,78845,Closed - Convicted,FIR/2023/018/0206,AZ,[42],[455],0,140,5,9,32,4,4,2,52
207,14,Tumakuru,Murder,Hired killing,2024-11-23,12:21:00,2024,11,Saturday,12,13.337668,77.145053,Park,5,None,0,Closed - Convicted,FIR/2024/014/0207,AO,"[311, 106]",[80],1,208,4,6,21,3,4,2,41
208,18,Dakshina Kannada,Theft,House break-in,2022-08-03,21:38:00,2022,8,Wednesday,21,12.954357,75.034758,Market,2,None,419483,Open,FIR/2022/018/0208,AZ,[331],[464],1,224,5,9,30,2,4,4,52
209,29,Dharwad,Sexual Assault,Molestation,2024-11-26,10:22:00,2024,11,Tuesday,10,15.426883,75.127104,Market,5,Blunt Object,0,Closed - Convicted,FIR/2024/029/0209,CH,[87],[600],0,,8,8,27,2,1,2,86
210,24,Kalaburagi,Theft,Vehicle theft,2021-01-03,09:58:00,2021,1,Sunday,9,17.357408,76.846978,Commercial,3,None,74257,Closed - Acquitted,FIR/2021/024/0210,BR,[269],"[464, 153]",1,267,7,9,32,1,4,1,70
211,5,Bengaluru Urban,Theft,Pickpocket,2020-08-01,20:41:00,2020,8,Saturday,20,13.060839,77.682634,Residence,2,None,123860,Open,FIR/2020/005/0211,M,"[148, 281]",[434],0,52,1,9,31,5,4,4,13
212,18,Dakshina Kannada,Fraud,Land grab,2025-12-27,15:49:00,2025,12,Saturday,15,12.906406,75.04357,Commercial,3,None,401787,Under Investigation,FIR/2025/018/0212,BB,[96],[9],0,,5,4,15,1,4,6,54
213,26,Kalaburagi,Theft,Pickpocket,2025-04-05,08:54:00,2025,4,Saturday,8,17.416505,76.914527,Residence,3,None,372354,Open,FIR/2025/026/0213,BY,[143],[466],0,,7,9,31,5,4,4,77
214,5,Bengaluru Urban,Vandalism,Property destruction,2020-01-03,16:29:00,2020,1,Friday,16,12.96919,77.655622,Public Transport,2,None,0,Pending Trial,FIR/2020/005/0214,O,[372],[538],0,,1,10,35,4,4,5,15
215,26,Kalaburagi,Drug Offence,Distribution,2024-07-27,21:32:00,2024,7,Saturday,21,17.239998,76.72304,Public Transport,5,Firearm,0,Under Investigation,FIR/2024/026/0215,BZ,[189],"[119, 423]",0,,7,3,9,4,2,6,78
216,14,Tumakuru,Assault,Domestic violence,2025-01-16,19:50:00,2025,1,Thursday,19,13.251463,77.187803,Public Transport,4,Knife,0,Under Investigation,FIR/2025/014/0216,AO,[73],[233],1,67,4,1,2,4,3,6,41
217,27,Dharwad,Kidnapping,Ransom,2021-08-19,07:59:00,2021,8,Thursday,7,15.428669,74.971933,Park,5,Blunt Object,0,Under Investigation,FIR/2021/027/0217,CC,"[335, 222, 40]",[364],1,159,8,5,18,3,1,6,81
218,33,Hassan,Theft,Pickpocket,2021-08-20,16:45:00,2021,8,Friday,16,12.901173,76.102582,Park,3,None,241325,Under Investigation,FIR/2021/033/0218,CS,"[191, 13]",[343],1,,10,9,31,3,4,6,97
219,38,Shivamogga,Theft,Chain snatching,2025-06-19,16:48:00,2025,6,Thursday,16,13.969817,75.579618,Commercial,3,None,346353,Closed - Convicted,FIR/2025/038/0219,DH,"[260, 35]","[158, 387]",1,101,11,9,29,1,4,2,112
220,6,Bengaluru Urban,Cybercrime,Phishing,2024-06-03,04:02:00,2024,6,Monday,4,12.854508,77.506506,Public Transport,3,Blunt Object,0,Closed - Convicted,FIR/2024/006/0220,R,[100],[156],0,20,1,2,8,4,1,2,18
221,17,Dakshina Kannada,Drug Offence,Possession,2022-06-16,23:58:00,2022,6,Thursday,23,12.945757,74.988436,Public Transport,4,Knife,0,Closed - Convicted,FIR/2022/017/0221,AW,[236],"[351, 382]",0,80,5,3,10,4,3,2,49
222,38,Shivamogga,Assault,Road rage,2022-10-01,01:52:00,2022,10,Saturday,1,13.925915,75.526857,Park,4,Knife,0,Closed - Acquitted,FIR/2022/038/0222,DI,[256],"[415, 53]",0,,11,1,4,3,3,1,113
223,15,Tumakuru,Murder,Domestic dispute,2025-03-16,07:59:00,2025,3,Sunday,7,13.34803,77.084418,Residence,5,None,0,Closed - Convicted,FIR/2025/015/0223,AR,"[215, 291]",[84],0,,4,6,19,5,4,2,44
224,4,Bengaluru Urban,Assault,Gang fight,2021-09-22,23:30:00,2021,9,Wednesday,23,12.931709,77.563491,Park,3,None,0,Under Investigation,FIR/2021/004/0224,J,[250],"[504, 406]",1,,1,1,3,3,4,6,10
225,11,Mysuru,Robbery,Dacoity,2023-09-01,21:24:00,2023,9,Friday,21,12.199958,76.539154,Market,4,None,79632,Cold Case,FIR/2023/011/0225,AF,"[77, 277]",[95],1,188,3,7,24,2,4,3,32
226,23,Belagavi,Cybercrime,Online fraud,2020-06-14,12:57:00,2020,6,Sunday,12,15.753693,74.616816,Residence,4,Firearm,0,Closed - Acquitted,FIR/2020/023/0226,BP,[21],[197],1,270,6,2,7,5,2,1,68
227,5,Bengaluru Urban,Fraud,Insurance fraud,2021-07-21,17:29:00,2021,7,Wednesday,17,12.913996,77.629031,Road,3,Firearm,446775,Under Investigation,FIR/2021/005/0227,O,"[50, 255]",[291],0,261,1,4,14,6,2,6,15
228,20,Belagavi,Theft,Chain snatching,2024-09-08,23:50:00,2024,9,Sunday,23,15.803938,74.456086,Road,3,None,30800,Closed - Convicted,FIR/2024/020/0228,BF,[77],[38],1,77,6,9,29,6,4,2,58
229,5,Bengaluru Urban,Theft,House break-in,2023-08-03,19:15:00,2023,8,Thursday,19,12.95608,77.504028,Market,2,None,109980,Pending Trial,FIR/2023/005/0229,M,"[344, 283]",[310],1,177,1,9,30,2,4,5,13
230,5,Bengaluru Urban,Theft,House break-in,2024-05-14,15:52:00,2024,5,Tuesday,15,13.009599,77.569998,Market,2,None,370873,Under Investigation,FIR/2024/005/0230,M,"[166, 231]",[335],0,85,1,9,30,2,4,6,13
231,17,Dakshina Kannada,Robbery,Mugging,2023-10-02,21:02:00,2023,10,Monday,21,12.781406,75.014941,Market,4,Knife,372960,Under Investigation,FIR/2023/017/0231,AW,"[104, 370, 93]",[10],1,257,5,7,25,2,3,6,49
